0.000000	 -2.000000
0.444410	 -1.950000
0.624500	 -1.900000
0.759934	 -1.850000
0.871780	 -1.800000
0.968246	 -1.750000
1.053565	 -1.700000
1.130265	 -1.650000
1.200000	 -1.600000
1.263922	 -1.550000
1.322876	 -1.500000
1.377498	 -1.450000
1.428286	 -1.400000
1.475635	 -1.350000
1.519868	 -1.300000
1.561249	 -1.250000
1.600000	 -1.200000
1.636307	 -1.150000
1.670329	 -1.100000
1.702204	 -1.050000
1.732051	 -1.000000
1.759972	 -0.950000
1.786057	 -0.900000
1.810387	 -0.850000
1.833030	 -0.800000
1.854050	 -0.750000
1.873499	 -0.700000
1.891428	 -0.650000
1.907878	 -0.600000
1.922888	 -0.550000
1.936492	 -0.500000
1.948718	 -0.450000
1.959592	 -0.400000
1.969137	 -0.350000
1.977372	 -0.300000
1.984313	 -0.250000
1.989975	 -0.200000
1.994367	 -0.150000
1.997498	 -0.100000
1.999375	 -0.050000
2.000000	 0.000000
1.999375	 0.050000
1.997498	 0.100000
1.994367	 0.150000
1.989975	 0.200000
1.984313	 0.250000
1.977372	 0.300000
1.969137	 0.350000
1.959592	 0.400000
1.948718	 0.450000
1.936492	 0.500000
1.922888	 0.550000
1.907878	 0.600000
1.891428	 0.650000
1.873499	 0.700000
1.854050	 0.750000
1.833030	 0.800000
1.810387	 0.850000
1.786057	 0.900000
1.759972	 0.950000
1.732051	 1.000000
1.702204	 1.050000
1.670329	 1.100000
1.636307	 1.150000
1.600000	 1.200000
1.561249	 1.250000
1.519868	 1.300000
1.475635	 1.350000
1.428286	 1.400000
1.377498	 1.450000
1.322876	 1.500000
1.263922	 1.550000
1.200000	 1.600000
1.130265	 1.650000
1.053565	 1.700000
0.968246	 1.750000
0.871780	 1.800000
0.759934	 1.850000
0.624500	 1.900000
0.444410	 1.950000
0.000000	 2.000000
-0.444410	 1.950000
-0.624500	 1.900000
-0.759934	 1.850000
-0.871780	 1.800000
-0.968246	 1.750000
-1.053565	 1.700000
-1.130265	 1.650000
-1.200000	 1.600000
-1.263922	 1.550000
-1.322876	 1.500000
-1.377498	 1.450000
-1.428286	 1.400000
-1.475635	 1.350000
-1.519868	 1.300000
-1.561249	 1.250000
-1.600000	 1.200000
-1.636307	 1.150000
-1.670329	 1.100000
-1.702204	 1.050000
-1.732051	 1.000000
-1.759972	 0.950000
-1.786057	 0.900000
-1.810387	 0.850000
-1.833030	 0.800000
-1.854050	 0.750000
-1.873499	 0.700000
-1.891428	 0.650000
-1.907878	 0.600000
-1.922888	 0.550000
-1.936492	 0.500000
-1.948718	 0.450000
-1.959592	 0.400000
-1.969137	 0.350000
-1.977372	 0.300000
-1.984313	 0.250000
-1.989975	 0.200000
-1.994367	 0.150000
-1.997498	 0.100000
-1.999375	 0.050000
-2.000000	 -0.000000
-1.999375	 -0.050000
-1.997498	 -0.100000
-1.994367	 -0.150000
-1.989975	 -0.200000
-1.984313	 -0.250000
-1.977372	 -0.300000
-1.969137	 -0.350000
-1.959592	 -0.400000
-1.948718	 -0.450000
-1.936492	 -0.500000
-1.922888	 -0.550000
-1.907878	 -0.600000
-1.891428	 -0.650000
-1.873499	 -0.700000
-1.854050	 -0.750000
-1.833030	 -0.800000
-1.810387	 -0.850000
-1.786057	 -0.900000
-1.759972	 -0.950000
-1.732051	 -1.000000
-1.702204	 -1.050000
-1.670329	 -1.100000
-1.636307	 -1.150000
-1.600000	 -1.200000
-1.561249	 -1.250000
-1.519868	 -1.300000
-1.475635	 -1.350000
-1.428286	 -1.400000
-1.377498	 -1.450000
-1.322876	 -1.500000
-1.263922	 -1.550000
-1.200000	 -1.600000
-1.130265	 -1.650000
-1.053565	 -1.700000
-0.968246	 -1.750000
-0.871780	 -1.800000
-0.759934	 -1.850000
-0.624500	 -1.900000
-0.444410	 -1.950000
